fifa_database
player_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
200389,/player/200389/jan-oblak/230009,J.Oblak,JanOblak,GK,89,90,79000000,100000,29,1/7/1993,188,87,53,LaLiga,1,240,AtléticoMadrid,GK,13,7/16/2014,2023,44,Slovenia,,,,Right,3,1,5,Medium/Medium,Unique,171800000,"GKLongThrow,ComesForCrosses",,,,,,,13,11,15,43,13,12,13,14,40,30,42,53,64,86,48,59,77,42,78,12,36,24,11,67,11,68,27,14,18,86,90,79,87,89,46
202126,/player/202126/harry-kane/230009,H.Kane,HarryKane,ST,89,89,105500000,240000,28,7/28/1993,188,89,13,PremierLeague,1,18,TottenhamHotspur,ST,10,7/28/2010,2024,14,England,1318,ST,9,Right,5,3,4,High/High,Unique,200500000,"Leadership,LongPasser(AI),LongShotTaker(AI),Playmaker(AI),OutsideFootShot",69,91,83,83,47,82,80,93,85,84,87,83,82,65,86,86,67,70,68,92,73,92,79,83,83,86,80,44,94,87,92,92,50,36,38,8,10,11,14,11,
203376,/player/203376/virgil-van-dijk/230009,V.vanDijk,VirgilvanDijk,CB,89,89,84500000,220000,30,7/8/1991,193,92,13,PremierLeague,1,9,Liverpool,LCB,4,1/1/2018,2025,34,Netherlands,105035,CB,4,Right,3,2,4,Medium/High,Unique,156300000,"Leadership,LongPasser(AI),PowerHeader",81,60,71,72,90,86,53,52,86,79,45,70,60,70,86,76,68,91,61,89,53,81,88,74,93,64,85,89,47,65,62,90,91,91,86,13,10,13,11,11,
208722,/player/208722/sadio-mane/230009,S.Mané,SadioMané,"CF,LM",89,89,101000000,155000,30,4/10/1992,174,69,19,Bundesliga,1,21,FCBayernMünchen,LM,17,7/1/2022,2025,136,Senegal,,,,Right,4,4,4,Medium/Medium,Unique,166700000,"Flair,SpeedDribbler(AI),TeamPlayer",88,82,80,88,44,77,78,85,84,84,75,88,77,64,71,86,91,86,93,91,88,83,87,85,72,78,75,35,90,84,75,84,42,42,38,10,10,15,7,14,
210257,/player/210257/ederson-santana-de-moraes/230009,Ederson,EdersonSantanadeMoraes,GK,89,91,88000000,210000,28,8/17/1993,188,86,13,PremierLeague,1,10,ManchesterCity,GK,31,7/1/2017,2026,54,Brazil,,,,Left,3,1,3,Medium/Medium,Unique,169400000,"LongPasser(AI),RushesOutOfGoal,ComesForCrosses",,,,,,,20,14,14,61,18,23,15,20,66,40,64,63,60,88,48,70,66,41,78,18,38,27,20,70,51,70,29,15,8,87,82,93,88,87,64
212622,/player/212622/joshua-kimmich/230009,J.Kimmich,JoshuaWalterKimmich,"CDM,RB,CM",89,90,105500000,130000,27,2/8/1995,177,75,19,Bundesliga,1,21,FCBayernMünchen,RDM,6,7/1/2015,2025,21,Germany,1337,LDM,6,Right,4,3,4,High/Medium,Normal(170-185),182000000,"Leadership,LongPasser(AI),Playmaker(AI)",68,72,87,84,83,79,91,68,72,87,69,82,85,69,90,85,77,60,84,88,84,78,79,94,68,83,89,85,80,85,44,85,84,85,78,8,15,7,15,15,
212831,/player/212831/alisson-ramses-becker/230009,Alisson,AlissonRamsésBecker,GK,89,90,79000000,190000,29,10/2/1992,193,91,13,PremierLeague,1,9,Liverpool,GK,1,7/19/2018,2027,54,Brazil,,,,Right,3,1,3,Medium/Medium,Unique,152100000,"GKLongThrow,RushesOutOfGoal,ComesForCrosses",,,,,,,17,13,29,60,20,27,19,18,58,40,58,49,40,87,37,64,52,32,78,14,27,11,13,66,23,68,15,19,16,86,85,85,90,89,54
239085,/player/239085/erling-haaland/230009,E.Haaland,ErlingBrautHaaland,ST,89,94,160000000,230000,21,7/21/2000,195,94,13,PremierLeague,1,10,ManchesterCity,ST,9,7/1/2022,2027,36,Norway,1352,ST,9,Left,3,3,4,High/Medium,Unique,308000000,"SpeedDribbler(AI),PowerHeader",89,91,65,80,49,88,47,94,79,74,88,78,77,62,53,82,82,94,76,89,74,94,74,81,93,87,87,43,91,74,76,85,44,53,29,7,14,13,11,7,
20801,/player/20801/c-ronaldo-dos-santos-aveiro/230009,CristianoRonaldo,CristianoRonaldodosSantosAveiro,ST,88,88,31000000,86000,37,2/5/1985,187,83,350,ProLeague,1,112139,AlNassr,ST,7,1/1/2023,2025,38,Portugal,1354,ST,7,Right,4,5,5,High/Low,Unique,52700000,"PowerFree-Kick,Flair,LongShotTaker(AI),OutsideFootShot",79,91,76,83,34,72,78,91,89,78,85,81,79,75,70,87,76,82,77,90,67,93,95,70,75,88,62,29,93,76,90,94,24,32,24,7,11,15,14,11,
177003,/player/177003/luka-modric/230009,L.Modrić,LukaModrić,CM,88,88,29000000,230000,36,9/9/1985,172,66,53,LaLiga,1,243,RealMadrid,RCM,10,8/1/2012,2023,10,Croatia,1328,RCM,10,Right,4,4,4,Medium/Medium,Lean(170-185),59500000,"LongPasser(AI),LongShotTaker(AI),Playmaker(AI),OutsideFootShot,TeamPlayer,TechnicalDribbler(AI)",73,76,89,88,72,66,86,72,55,91,76,85,85,78,92,90,76,70,91,88,92,79,67,83,58,82,62,80,78,90,83,92,70,75,72,13,9,7,14,9,
182521,/player/182521/toni-kroos/230009,T.Kroos,ToniKroos,CM,88,88,72000000,310000,32,1/4/1990,183,76,53,LaLiga,1,243,RealMadrid,LCM,8,7/17/2014,2023,21,Germany,,,,Right,5,3,4,Medium/Medium,Normal(170-185),147600000,"LongPasser(AI),LongShotTaker(AI),Playmaker(AI)",53,81,90,81,71,68,88,77,58,93,82,80,86,84,93,88,55,52,63,90,71,89,32,75,72,86,60,80,76,89,73,88,71,73,60,10,11,13,7,10,
192448,/player/192448/marc-andre-ter-stegen/230009,M.terStegen,Marc-AndréterStegen,GK,88,89,68500000,210000,30,4/30/1992,187,85,53,LaLiga,1,241,FCBarcelona,GK,1,7/1/2014,2025,21,Germany,1337,SUB,12,Right,4,1,4,Medium/Medium,Unique,145600000,"RushesOutOfGoal,ComesForCrosses,SaveswithFeet",,,,,,,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90,47
193041,/player/193041/keylor-navas/230009,K.Navas,KeylorNavasGamboa,GK,88,88,10000000,85000,35,12/15/1986,185,80,16,Ligue1,1,73,ParisSaintGermain,SUB,1,9/2/2019,2024,72,CostaRica,,,,Right,3,1,3,Medium/Medium,Normal(185+),18500000,"GKLongThrow,CautiousWithCrosses",,,,,,,11,15,11,40,11,24,21,15,37,30,54,53,60,84,61,56,74,39,75,13,32,22,16,68,25,67,28,14,14,89,84,75,87,89,54
200104,/player/200104/heung-min-son/230009,H.Son,손흥민孙兴慜,"LW,LM,ST",88,88,89500000,230000,29,7/8/1992,183,78,13,PremierLeague,1,18,TottenhamHotspur,LW,7,8/28/2015,2025,167,KoreaRepublic,,,,Right,5,4,4,High/Medium,Unique,170100000,"SolidPlayer,FinesseShot,LongShotTaker(AI),SpeedDribbler(AI),TeamPlayer",88,89,80,85,42,69,83,91,68,81,79,86,87,74,74,82,85,90,85,91,76,88,60,88,64,89,62,39,91,81,73,89,47,34,33,11,13,13,6,10,
207865,/player/207865/marcos-aoas-correa/230009,Marquinhos,MarcosAoásCorrêa,CB,88,90,92000000,170000,28,5/14/1994,183,75,16,Ligue1,1,73,ParisSaintGermain,LCB,5,7/19/2013,2024,54,Brazil,,,,Right,3,3,3,Medium/High,Normal(170-185),177100000,"PowerHeader,TeamPlayer",79,56,75,74,89,80,68,59,88,84,35,69,58,32,85,79,77,81,68,88,66,65,92,82,78,45,81,89,70,76,52,86,90,89,89,6,6,12,10,13,
210514,/player/210514/joao-pedro-cavaco-cancelo/230009,JoãoCancelo,JoãoPedroCavacoCancelo,"LB,RB",88,88,82500000,250000,28,5/27/1994,182,74,13,PremierLeague,1,10,ManchesterCity,LB,7,8/7/2019,2027,38,Portugal,1354,RB,20,Right,4,4,3,High/Medium,Unique,152600000,"EarlyCrosser,LongShotTaker(AI),OutsideFootShot,TechnicalDribbler(AI)",85,73,85,85,81,73,88,69,72,88,62,86,87,69,79,87,86,84,79,85,78,80,72,91,62,79,76,82,81,85,52,86,79,84,80,6,9,15,14,14,
215914,/player/215914/ngolo-kante/230009,N.Kanté,N'GoloKanté,"CDM,CM",88,88,64000000,210000,31,3/29/1991,168,70,13,PremierLeague,1,5,Chelsea,RES,7,7/16/2016,2023,18,France,,,,Right,3,2,4,Medium/High,Unique,118400000,"InjuryProne,Leadership",72,66,74,81,86,81,68,65,54,81,56,78,49,49,76,81,77,68,78,91,92,71,75,93,72,65,92,89,72,77,54,84,90,92,85,15,12,10,7,10,
218667,/player/218667/bernardo-mota-carvalho-e-silva/230009,BernardoSilva,BernardoMotaVeigadeCarvalhoeSilva,"CAM,CM",88,88,97500000,260000,27,8/10/1994,173,64,13,PremierLeague,1,10,ManchesterCity,SUB,20,7/1/2017,2025,38,Portugal,1354,RW,10,Left,3,4,2,High/High,Lean(170-185),180400000,"Flair,Playmaker(AI),OutsideFootShot,TeamPlayer,TechnicalDribbler(AI)",74,78,84,92,66,68,85,79,51,89,78,92,85,67,77,91,84,65,94,87,92,79,51,93,54,78,77,65,83,85,68,90,66,73,58,9,10,14,12,9,
230621,/player/230621/gianluigi-donnarumma/230009,G.Donnarumma,GianluigiDonnarumma,GK,88,92,103500000,110000,23,2/25/1999,196,90,16,Ligue1,1,73,ParisSaintGermain,GK,99,7/15/2021,2026,27,Italy,1343,GK,21,Right,3,1,3,Medium/Medium,Unique,199200000,"RushesOutOfGoal,ComesForCrosses",,,,,,,12,12,12,36,8,28,12,14,34,30,50,55,64,85,38,59,72,34,72,18,30,26,14,60,24,65,20,14,16,90,83,79,85,89,52
239818,/player/239818/ruben-santos-gato-alves-dias/230009,RúbenDias,RúbendosSantosGatoAlvesDias,CB,88,91,107500000,230000,25,5/14/1997,187,82,13,PremierLeague,1,10,ManchesterCity,RCB,3,9/29/2020,2027,38,Portugal,1354,LCB,4,Right,4,2,3,Medium/High,Normal(185+),206900000,"Leadership,PowerHeader",63,39,66,68,88,88,54,29,87,82,32,64,46,48,76,74,57,67,60,89,56,74,78,83,89,26,92,85,39,51,45,81,90,89,85,7,8,13,7,12,
193080,/player/193080/david-de-gea-quintana/230009,DeGea,DavidDeGeaQuintana,GK,87,87,42000000,150000,31,11/7/1990,192,76,13,PremierLeague,1,11,ManchesterUnited,GK,1,7/1/2011,2023,45,Spain,,,,Right,3,1,4,Medium/Medium,Unique,79800000,"SolidPlayer,CautiousWithCrosses,SaveswithFeet",,,,,,,17,13,21,48,13,18,21,19,50,34,52,50,63,88,43,56,67,43,55,12,30,30,12,53,29,58,25,21,13,88,80,75,86,89,51
199556,/player/199556/marco-verratti/230009,M.Verratti,MarcoVerratti,"CM,CAM",87,87,77500000,155000,29,11/5/1992,165,60,16,Ligue1,1,73,ParisSaintGermain,CM,6,7/18/2012,2024,27,Italy,1343,LCM,6,Right,4,4,3,Medium/High,Unique,143400000,"InjuryProne,DivesIntoTackles(AI),Flair,Playmaker(AI),OutsideFootShot",60,61,87,91,79,66,82,60,57,90,64,91,85,64,89,92,65,55,90,87,93,60,66,75,53,58,89,86,78,89,64,94,78,82,84,12,12,15,15,10,
205452,/player/205452/antonio-rudiger/230009,A.Rüdiger,AntonioRüdiger,CB,87,88,73500000,250000,29,3/3/1993,190,85,53,LaLiga,1,243,RealMadrid,RCB,22,7/1/2022,2026,21,Germany,1337,LCB,2,Right,3,2,2,High/High,Lean(185+),156200000,"LongPasser(AI),LongShotTaker(AI)",82,53,71,67,86,85,68,40,82,80,34,64,50,56,78,72,72,91,56,85,50,77,84,71,90,67,92,84,49,61,40,78,88,87,84,14,15,10,12,8,
209658,/player/209658/leon-goretzka/230009,L.Goretzka,LeonChristophGoretzka,"CM,CDM",87,88,91000000,115000,27,2/6/1995,189,82,19,Bundesliga,1,21,FCBayernMünchen,LDM,8,7/1/2018,2026,21,Germany,1337,SUB,8,Right,4,3,4,High/Medium,Unique,157000000,"InjuryProne,DivesIntoTackles(AI),LongShotTaker(AI)",78,82,82,83,81,86,75,82,86,86,71,84,76,75,85,86,78,78,76,87,73,85,80,86,88,86,82,86,85,84,60,82,74,84,78,13,8,15,11,9,
215698,/player/215698/mike-maignan/230009,M.Maignan,MikeMaignan,GK,87,90,80000000,90000,26,7/3/1995,191,89,31,SerieA,1,47,Milan,RES,16,7/1/2021,2026,18,France,1335,GK,1,Right,4,1,2,Medium/Medium,Normal(185+),142000000,"Leadership,GKLongThrow,ComesForCrosses",,,,,,,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,64,74,39,78,20,35,25,15,61,15,66,23,16,19,85,82,85,85,89,51
216267,/player/216267/andrew-robertson/230009,A.Robertson,AndrewRobertson,LB,87,87,72000000,185000,28,3/11/1994,178,64,13,PremierLeague,1,9,Liverpool,LB,26,7/21/2017,2026,42,Scotland,1359,LWB,3,Left,2,3,3,High/High,Unique,133200000,"EarlyCrosser,SpeedDribbler(AI)",80,61,81,81,82,76,88,55,67,82,32,81,82,71,76,83,79,81,75,85,74,76,62,95,65,65,85,84,77,80,55,83,83,84,82,11,8,10,7,14,
228702,/player/228702/frenkie-de-jong/230009,F.deJong,FrenkiedeJong,CM,87,92,116500000,230000,25,5/12/1997,180,74,53,LaLiga,1,241,FCBarcelona,RCM,21,7/1/2019,2026,34,Netherlands,105035,RCM,21,Right,3,4,3,High/Medium,Unique,247600000,"FinesseShot,Flair,Playmaker(AI),OutsideFootShot,TechnicalDribbler(AI)",82,69,86,87,77,78,78,72,72,91,70,87,84,64,89,89,80,83,87,88,79,68,76,89,74,66,74,82,77,88,53,90,76,76,77,7,13,10,10,9,
231866,/player/231866/rodrigo-hernandez-cascante/230009,Rodri,RodrigoHernándezCascante,CDM,87,89,88500000,200000,26,6/22/1996,191,82,13,PremierLeague,1,10,ManchesterCity,CDM,16,7/4/2019,2027,45,Spain,1362,CDM,16,Right,4,3,3,Medium/High,Normal(185+),170400000,"SolidPlayer,LongShotTaker(AI)",58,72,78,79,83,84,63,64,80,86,59,78,65,61,83,85,54,62,65,82,65,89,72,88,84,82,82,83,75,83,46,85,84,86,78,10,10,7,14,8,
164240,/player/164240/thiago-emiliano-da-silva/230009,ThiagoSilva,ThiagoEmilianodaSilva,CB,86,86,12000000,115000,37,9/22/1984,183,79,13,PremierLeague,1,5,Chelsea,LCB,6,8/28/2020,2023,54,Brazil,,,,Right,3,2,4,Medium/High,Normal(170-185),22200000,"Leadership,PowerHeader,TeamPlayer",49,54,73,72,87,75,60,40,82,81,61,67,62,61,82,79,45,52,62,85,66,71,88,66,78,65,76,89,59,71,60,86,89,86,84,9,12,5,9,10,
167948,/player/167948/hugo-lloris/230009,H.Lloris,HugoLloris,GK,86,86,7500000,74000,35,12/26/1986,188,82,13,PremierLeague,1,18,TottenhamHotspur,GK,1,8/31/2012,2024,18,France,,,,Left,1,1,4,Medium/Medium,Unique,14300000,"Leadership,CautiousWithCrosses",,,,,,,13,10,9,54,15,12,12,10,55,29,61,59,54,83,56,54,72,41,43,14,31,25,9,59,40,59,24,12,18,87,82,72,83,87,60
177683,/player/177683/yann-sommer/230009,Y.Sommer,YannSommer,GK,86,86,22000000,43000,33,12/17/1988,183,79,19,Bundesliga,1,23,BorussiaMönchengladbach,GK,1,7/1/2014,2023,47,Switzerland,,,,Right,4,1,3,Medium/Medium,Normal(170-185),37400000,ComesForCrosses,,,,,,,13,13,10,40,8,15,12,13,31,25,48,54,55,84,58,62,73,45,68,12,38,21,15,64,24,57,9,19,12,78,81,82,86,90,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186153,/player/186153/wojciech-szczesny/230009,W.Szczęsny,WojciechTomaszSzczęsny,GK,86,86,33500000,125000,32,4/18/1990,195,90,31,SerieA,1,45,Juventus,GK,1,7/19/2017,2024,37,Poland,1353,GK,1,Right,3,1,3,Medium/Medium,Lean(185+),57000000,,,,,,,,12,12,16,32,14,11,16,14,36,22,51,47,55,82,51,55,71,45,65,14,40,15,14,48,18,65,20,13,12,86,83,73,86,87,49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188943,/player/188943/kevin-trapp/230009,K.Trapp,KevinTrapp,GK,86,86,36000000,43000,31,7/8/1990,189,84,19,Bundesliga,1,1824,EintrachtFrankfurt,GK,1,8/7/2019,2024,21,Germany,1337,SUB,22,Right,4,1,3,Medium/Medium,Normal(185+),61200000,"Leadership,RushesOutOfGoal,SaveswithFeet",,,,,,,13,13,11,25,12,10,14,12,12,24,43,50,42,84,37,59,76,45,75,13,30,22,12,46,17,64,15,14,10,84,82,79,85,88,46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189509,/player/189509/thiago-alcantara/230009,Thiago,ThiagoAlcântaradoNascimento,CM,86,86,55500000,180000,31,4/11/1991,174,70,13,PremierLeague,1,9,Liverpool,LCM,6,9/18/2020,2024,45,Spain,,,,Right,3,5,3,Medium/Medium,Normal(170-185),102700000,"InjuryProne,DivesIntoTackles(AI),Flair,Playmaker(AI),OutsideFootShot,TechnicalDribbler(AI)",61,72,87,90,73,69,78,68,54,91,82,89,85,77,89,92,69,55,90,84,90,75,86,75,60,73,80,82,75,88,75,90,68,76,75,6,11,7,9,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189513,/player/189513/daniel-parejo-munoz/230009,Parejo,DanielParejoMuñoz,"CM,CDM",86,86,42000000,64000,33,4/16/1989,182,74,53,LaLiga,1,483,Villarreal,LCM,10,8/12/2020,2024,45,Spain,,,,Right,4,3,2,Medium/Medium,Normal(170-185),88200000,"SolidPlayer,Leadership,LongPasser(AI),Playmaker(AI)",50,83,90,80,71,68,86,83,61,92,72,81,88,90,90,86,52,49,63,79,72,81,49,76,70,88,58,80,81,90,88,85,70,70,69,5,9,12,14,8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189596,/player/189596/thomas-muller/230009,T.Müller,ThomasMüller,"CAM,CF",86,86,54000000,105000,32,9/13/1989,185,76,19,Bundesliga,1,21,FCBayernMünchen,SUB,25,8/10/2008,2024,21,Germany,1337,CAM,13,Right,4,3,4,High/High,Lean(185+),89100000,"SolidPlayer,Leadership,OutsideFootShot",67,83,83,80,55,70,85,87,79,85,84,77,81,59,79,84,65,69,72,94,71,78,77,83,66,79,62,58,96,86,70,84,47,57,46,6,7,11,14,14,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192387,/player/192387/ciro-immobile/230009,C.Immobile,CiroImmobile,ST,86,86,55000000,100000,32,2/20/1990,185,85,31,SerieA,1,46,Lazio,ST,17,7/27/2016,2025,27,Italy,1343,RS,17,Right,4,3,4,High/Medium,Unique,93500000,OutsideFootShot,85,87,68,80,39,75,55,91,81,79,85,79,70,58,57,81,84,86,75,87,84,86,82,78,74,80,73,40,90,71,88,76,34,33,32,6,8,15,12,6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197445,/player/197445/david-alaba/230009,D.Alaba,DavidOlatukunboAlaba,"CB,LB",86,86,55500000,220000,30,6/24/1992,180,78,53,LaLiga,1,243,RealMadrid,LCB,4,7/1/2021,2026,4,Austria,1322,CB,8,Left,4,3,4,Medium/High,Normal(170-185),113800000,LongShotTaker(AI),79,71,83,80,85,77,83,63,77,89,67,77,77,85,80,85,79,79,76,88,78,82,81,74,78,78,78,87,73,78,79,85,89,84,83,5,7,14,15,9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
